cnpj_gestor,nome_gestor,nome_fundo,ativo,ativo_desc,cnpj_fundo
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VIIA3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ANIM3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MTRE3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RAPT4,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TEND3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TCSA3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HBOR3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,POMO4,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,NEOE3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Operações Compromissadas,Operações Compromissadas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Pagar,Valores a pagar,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Receber,Valores a receber,28.747.676/0001-62
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,PETR4,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,RADL3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,BBDC3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,BRPR3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,UGPA3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,MULT3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,PCAR3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,ITUB3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,AZUL4,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,ITUB4,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,BRFS3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,TOTS3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,VALE3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,LREN3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,RAIL3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,ABEV3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,ARZZ3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,SBFG3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,HYPE3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,INTB3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,ELET6,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,TIMS3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,CRFB3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,BBAS3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,STBP3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,ELET3,Ações,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,IGTI11,Certificado ou recibo de depósito de valores mobiliários,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,10.406.600/0001-08,Cotas de Fundos,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Disponibilidade,Disponibilidades,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FUTWINQ22,Mercado Futuro - Posições vendidas,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FUTWDOQ22,Mercado Futuro - Posições vendidas,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Operações Compromissadas,Operações Compromissadas,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Valores a Pagar,Valores a pagar,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Valores a Pagar - Posição Vendida de PETR3,Valores a pagar,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Valores a Pagar - Posição Vendida de BBDC4,Valores a pagar,44.916.972/0001-04
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Valores a Receber,Valores a receber,44.916.972/0001-04
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,UGPA3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LWSA3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RRRP3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWINM22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLM22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOM22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDON22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EVEN3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ASAI3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EVEN3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EZTC3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CSNA3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOK22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLM22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLK22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CSNA3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Outras aplicações,Outras aplicações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AZUL4,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LREN3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AMER9,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOJ22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWINJ22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLJ22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOK22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VALE3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PETRD328,Opções - Posições titulares,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Outros valores mobiliários registrados na CVM objeto de oferta pública,Outros valores mobiliários registrados na CVM objeto de oferta pública,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Pagar - Posição Vendida de BOVA11,Valores a pagar,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VIVA3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRAP4,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RAIL3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HYPE3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ECOR3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CRFB3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ITUB4,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AMER1,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AMER1,Certificado ou recibo de depósito de valores mobiliários,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLH22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOH22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ITUB4,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CRFB3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,GNDI3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AESB3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,SOMA3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,XPBR31,Brazilian Depository Receipt - BDR,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWING22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOH22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLG22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLH22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOG22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Pagar - Posição Vendida de SUZB3,Valores a pagar,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LAME4,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LAME3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRFS3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LAME4,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LAME3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOG22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLF22,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLG22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOF22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,IFCM3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PETR4,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BBAS3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AERI3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLZ21,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWINZ21,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOZ21,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLF22,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LAME4,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CVCB3,Ações,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,GNDI3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VBBR3,Ações e outros TVM cedidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AZUL11,Debêntures,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOX21,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTWDOZ21,Mercado Futuro - Posições compradas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLZ21,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLX21,Mercado Futuro - Posições vendidas,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CVCB3,Obrigações por ações e outros TVM recebidos em empréstimo,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,IBOVK115,Opções - Posições titulares,28.747.676/0001-62
