cnpj_gestor,nome_gestor,nome_fundo,ativo,ativo_desc,data,cnpj_fundo
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CMIG3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,SUZB3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,GOAU4,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PETR4,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ABEV3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HAPV3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRDT3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRFS3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MGLU3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,WEST3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LWSA3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VALE3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PETR3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,SOMA3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BBDC3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,JSLG3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AESB3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AERI3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LAME3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VIIA3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PNVL3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ENEV3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,IFCM3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MYPK3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CRFB3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRKM5,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AZUL4,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CSNA3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ESPA3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LIGT3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,GNDI3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,GOAU3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HYPE3,Ações,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,YDUQ3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MTRE3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VALE3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,VAMO3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,AZUL4,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BBDC4,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,CYRE3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,DASA3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,SBFG3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,GGBR4,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,JBSS3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,MELI34,Brazilian Depository Receipt - BDR,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BBAS3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,CVCB3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,RRRP3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,MDIA3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ENEV3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,EZTC3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,LWSA3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,PETR4,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,CESP6,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,MOVI3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,KLBN11,Certificado ou recibo de depósito de valores mobiliários,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BPAC11,Certificado ou recibo de depósito de valores mobiliários,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Disponibilidade,Disponibilidades,2021-09-30,41.902.620/0001-01
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BOVA11,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Valores a Receber,Valores a receber,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Valores a Pagar,Valores a pagar,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,NTNB_14012015_15052055,Títulos Públicos,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,LTN_05012018_01012022,Operações Compromissadas,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_FRHL,Opções - Posições titulares,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_NQDD,Opções - Posições titulares,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,IBOVL2,Opções - Posições titulares,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_FRFZ,Opções - Posições lançadas,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_NQGL,Opções - Posições lançadas,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,IBOVL122,Opções - Posições lançadas,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BPAC11,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,SUZB3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,CRFB3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,VALE3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTDI1F24,Mercado Futuro - Posições vendidas,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTINDV21,Mercado Futuro - Posições vendidas,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTDI1F24,Mercado Futuro - Posições compradas,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Investimento no Exterior,Investimento no Exterior,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,IRBR3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,LVTC3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ALUP11,Certificado ou recibo de depósito de valores mobiliários,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,LIGT3,Ações,2021-09-30,41.902.620/0001-01
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TEND3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ELET6,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,POMO4,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EVEN3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ABCB4,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RAPT4,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ARML3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CVCB3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ENEV3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,COGN3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,UGPA3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MYPK3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,SBFG3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VIIA3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRKM5,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MRVE3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,NTCO3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CYRE3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TOTS3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,DIRR3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TUPY3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EZTC3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TCSA3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BRAP3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,EQTL3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ALSO3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ASAI3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,IGTA3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,MULT3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,INTB3,Ações,2021-09-30,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BRAP4,Ações,2021-09-30,41.902.620/0001-01
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Receber,Valores a receber,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Pagar - Posição Vendida de VAMO3,Valores a pagar,2021-09-30,28.747.676/0001-62
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ITUB4,Ações,2021-09-30,41.902.620/0001-01
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Operações Compromissadas,Operações Compromissadas,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HBOR3,Obrigações por ações e outros TVM recebidos em empréstimo,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Pagar,Valores a pagar,2021-09-30,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,OPD_DOL_VP91,Opções - Posições lançadas,2021-09-30,28.747.676/0001-62
