cnpj_gestor,nome_gestor,nome_fundo,ativo,ativo_desc,data,cnpj_fundo
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ARZZ3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BBDC4,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,TOTS3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,RECV3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ITUB4,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,STBP3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,INTB3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BRAP4,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,CCRO3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,BRML3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,ENEV3,Ações,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,SULA11,Certificado ou recibo de depósito de valores mobiliários,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Valores a Pagar,Valores a pagar,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Operações Compromissadas,Operações Compromissadas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_NQDD,Opções - Posições titulares,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Valores a Receber,Valores a receber,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_FRHL,Opções - Posições titulares,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_NQGL,Opções - Posições lançadas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,OPD_IDI_FRFZ,Opções - Posições lançadas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,VALE3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,VIVT3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,PETR3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTINDG22,Mercado Futuro - Posições vendidas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTDI1F24,Mercado Futuro - Posições vendidas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTDI1F23,Mercado Futuro - Posições compradas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTDI1F24,Mercado Futuro - Posições compradas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,FUTWING22,Mercado Futuro - Posições compradas,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Investimento no Exterior,Investimento no Exterior,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,Disponibilidade,Disponibilidades,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,IGTI11,Certificado ou recibo de depósito de valores mobiliários,2022-01-31,41.902.620/0001-01
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,PETR4,Ações,2022-01-31,41.902.620/0001-01
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,FUTDOLH22,Mercado Futuro - Posições vendidas,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Receber,Valores a receber,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,COGN3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VIIA3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ENEV3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,UGPA3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VIVA3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VALE3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,NTCO3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRKM5,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,INTB3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TOTS3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CYRE3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MRVE3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ASAI3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MGLU3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,YDUQ3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ABEV3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
40.788.864/0001-34,TOWER THREE RV GESTORA DE RECURSOS LTDA.,T3 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONG BIASED,GNDI3,Ações,2022-01-31,41.902.620/0001-01
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MYPK3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VAMO3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,SBFG3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EZTC3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PETZ3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Pagar - Posição Vendida de SUZB3,Valores a pagar,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Valores a Pagar,Valores a pagar,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,Operações Compromissadas,Operações Compromissadas,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,NEOE3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HBOR3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MTRE3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TUPY3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TEND3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TCSA3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ELET6,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,DIRR3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,POMO4,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EVEN3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ABCB4,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RAPT4,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ARML3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ANIM3,Obrigações por ações e outros TVM recebidos em empréstimo,2022-01-31,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TEND3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ABCB4,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,VAMO3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,COGN3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,DIRR3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRAP4,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MTRE3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HBOR3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ELET6,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BRKM5,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,MRVE3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TGMA3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CSNA3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,YDUQ3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,SOMA3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RAPT4,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BBDC3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HYPE3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,TUPY3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RAIL3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AMER1,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ARML3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,BPAC11,Certificado ou recibo de depósito de valores mobiliários,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AURA33,Brazilian Depository Receipt - BDR,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PNVL3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,WEST3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AMER3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ITUB4,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CRFB3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,AZUL4,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,USIM5,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CSNA3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LWSA3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,ECOR3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,EMBR3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,HYPE3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LREN3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CMIG3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,RRRP3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PETR3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,SUZB3,Ações e outros TVM cedidos em empréstimo,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,CMIG4,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,JSLG3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,LREN3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,NTCO3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,WEST3,Ações,2022-02-25,28.747.676/0001-62
11.180.009/0001-48,KAPITALO INVESTIMENTOS LTDA,KAPITALO TARKUS MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES,PARD3,Ações,2022-02-25,28.747.676/0001-62
