year,investor_name,investor,issuer_nationality_name,issuer_nationality,portfolio_share
2012,"United States","USA","Spain","ESP",.0030824
2012,"United States","USA","Sweden","SWE",.0014217
2012,"United States","USA","Turkey","TUR",.002819
2012,"United States","USA","Ukraine","UKR",.0013487
2012,"United States","USA","United Kingdom","GBR",.0026155
2012,"United States","USA","United States","USA",.9006822
2012,"United States","USA","Venezuela, Bolivarian Republic of","VEN",.0014725
2011,"Australia","AUS","Australia","AUS",.7010956
2011,"Australia","AUS","Austria","AUT",.0112897
2011,"Australia","AUS","Canada","CAN",.0322817
2011,"Australia","AUS","Denmark","DNK",.0051196
2011,"Australia","AUS","European Monetary Union","EMU",.0532025
2011,"Australia","AUS","Finland","FIN",.0036213
2011,"Australia","AUS","France","FRA",.0046745
2011,"Australia","AUS","Germany","DEU",.0153752
2011,"Australia","AUS","Indonesia","IDN",.0043471
2011,"Australia","AUS","Italy","ITA",.0039063
2011,"Australia","AUS","Japan","JPN",.0201746
2011,"Australia","AUS","Korea, Republic of","KOR",.0088959
2011,"Australia","AUS","Malaysia","MYS",.007968
2011,"Australia","AUS","Mexico","MEX",.0101499
2011,"Australia","AUS","Netherlands","NLD",.011689
2011,"Australia","AUS","New Zealand","NZL",.0034845
2011,"Australia","AUS","Norway","NOR",.0054995
2011,"Australia","AUS","Poland","POL",.0100853
2011,"Australia","AUS","South Africa","ZAF",.0036884
2011,"Australia","AUS","Sweden","SWE",.0078854
2011,"Australia","AUS","United Kingdom","GBR",.02516
2011,"Australia","AUS","United States","USA",.0845327
2011,"Canada","CAN","Australia","AUS",.0019383
2011,"Canada","CAN","Brazil","BRA",.001613
2011,"Canada","CAN","Canada","CAN",.9399325
2011,"Canada","CAN","European Monetary Union","EMU",.0110216
2011,"Canada","CAN","France","FRA",.0020175
2011,"Canada","CAN","Germany","DEU",.0045244
2011,"Canada","CAN","Indonesia","IDN",.002026
2011,"Canada","CAN","Ireland","IRL",.0007006
2011,"Canada","CAN","Italy","ITA",.0013881
2011,"Canada","CAN","Japan","JPN",.0038231
2011,"Canada","CAN","Korea, Republic of","KOR",.0018642
2011,"Canada","CAN","Malaysia","MYS",.0007465
2011,"Canada","CAN","Mexico","MEX",.0024758
2011,"Canada","CAN","Netherlands","NLD",.0007423
2011,"Canada","CAN","New Zealand","NZL",.0008913
2011,"Canada","CAN","Norway","NOR",.0009647
2011,"Canada","CAN","Philippines","PHL",.0008764
2011,"Canada","CAN","Poland","POL",.0014702
2011,"Canada","CAN","Singapore","SGP",.0008485
2011,"Canada","CAN","Sweden","SWE",.0019236
2011,"Canada","CAN","Turkey","TUR",.0006447
2011,"Canada","CAN","United Kingdom","GBR",.0056921
2011,"Canada","CAN","United States","USA",.0154743
2011,"Denmark","DNK","Argentina","ARG",.0168274
2011,"Denmark","DNK","Brazil","BRA",.0326265
2011,"Denmark","DNK","Colombia","COL",.0184235
2011,"Denmark","DNK","Croatia","HRV",.0082107
2011,"Denmark","DNK","Denmark","DNK",.3512917
2011,"Denmark","DNK","European Monetary Union","EMU",.0645664
2011,"Denmark","DNK","France","FRA",.017027
2011,"Denmark","DNK","Germany","DEU",.0276131
2011,"Denmark","DNK","Hungary","HUN",.0171316
2011,"Denmark","DNK","Indonesia","IDN",.0273171
2011,"Denmark","DNK","Italy","ITA",.0103989
2011,"Denmark","DNK","Lithuania","LTU",.006721
2011,"Denmark","DNK","Malaysia","MYS",.0168845
2011,"Denmark","DNK","Mexico","MEX",.0455659
2011,"Denmark","DNK","Peru","PER",.0212831
2011,"Denmark","DNK","Philippines","PHL",.0153845
2011,"Denmark","DNK","Poland","POL",.0281879
2011,"Denmark","DNK","Qatar","QAT",.0143629
2011,"Denmark","DNK","Russian Federation","RUS",.033185
2011,"Denmark","DNK","South Africa","ZAF",.0288974
2011,"Denmark","DNK","Thailand","THA",.0097532
2011,"Denmark","DNK","Turkey","TUR",.0431651
2011,"Denmark","DNK","United Kingdom","GBR",.0373661
2011,"Denmark","DNK","United States","USA",.0566422
2011,"Denmark","DNK","Uruguay","URY",.0105067
2011,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0163527
2011,"European Monetary Union","EMU","Australia","AUS",.0076977
2011,"European Monetary Union","EMU","Austria","AUT",.0230728
2011,"European Monetary Union","EMU","Belgium","BEL",.0229971
2011,"European Monetary Union","EMU","Brazil","BRA",.011097
2011,"European Monetary Union","EMU","Canada","CAN",.0109403
2011,"European Monetary Union","EMU","Cyprus","CYP",.000114
2011,"European Monetary Union","EMU","European Monetary Union","EMU",.6263345
2011,"European Monetary Union","EMU","Finland","FIN",.0097254
2011,"European Monetary Union","EMU","France","FRA",.0808432
2011,"European Monetary Union","EMU","Germany","DEU",.1454043
2011,"European Monetary Union","EMU","Greece","GRC",.0013003
2011,"European Monetary Union","EMU","Hungary","HUN",.0041766
2011,"European Monetary Union","EMU","Indonesia","IDN",.008243
2011,"European Monetary Union","EMU","Ireland","IRL",.0025122
2011,"European Monetary Union","EMU","Italy","ITA",.1858329
2011,"European Monetary Union","EMU","Japan","JPN",.0157493
2011,"European Monetary Union","EMU","Korea, Republic of","KOR",.0058729
2011,"European Monetary Union","EMU","Luxembourg","LUX",.0003902
2011,"European Monetary Union","EMU","Malaysia","MYS",.0068322
2011,"European Monetary Union","EMU","Mexico","MEX",.0127026
2011,"European Monetary Union","EMU","Netherlands","NLD",.0276233
2011,"European Monetary Union","EMU","Philippines","PHL",.003905
2011,"European Monetary Union","EMU","Poland","POL",.0111719
2011,"European Monetary Union","EMU","Portugal","PRT",.0028807
2011,"European Monetary Union","EMU","Russian Federation","RUS",.0044295
2011,"European Monetary Union","EMU","Slovakia","SVK",.000974
2011,"European Monetary Union","EMU","Slovenia","SVN",.0008175
2011,"European Monetary Union","EMU","South Africa","ZAF",.0073067
2011,"European Monetary Union","EMU","Spain","ESP",.1218465
2011,"European Monetary Union","EMU","Sweden","SWE",.0089701
2011,"European Monetary Union","EMU","Turkey","TUR",.0093272
2011,"European Monetary Union","EMU","United Kingdom","GBR",.0319072
2011,"European Monetary Union","EMU","United States","USA",.1653683
2011,"Norway","NOR","Belgium","BEL",.0296099
2011,"Norway","NOR","Canada","CAN",.0169146
2011,"Norway","NOR","Denmark","DNK",.0049066
2011,"Norway","NOR","European Monetary Union","EMU",.2318941
2011,"Norway","NOR","Finland","FIN",.0188798
2011,"Norway","NOR","France","FRA",.0354084
2011,"Norway","NOR","Germany","DEU",.0416621
2011,"Norway","NOR","Italy","ITA",.0508996
2011,"Norway","NOR","Japan","JPN",.0149007
2011,"Norway","NOR","Netherlands","NLD",.0104338
2011,"Norway","NOR","Norway","NOR",.5109594
2011,"Norway","NOR","Poland","POL",.0058451
2011,"Norway","NOR","Spain","ESP",.039356
2011,"Norway","NOR","Sweden","SWE",.013349
2011,"Norway","NOR","United Kingdom","GBR",.0403824
2011,"Norway","NOR","United States","USA",.1483582
2011,"Sweden","SWE","Austria","AUT",.0018041
2011,"Sweden","SWE","Belgium","BEL",.0012279
2011,"Sweden","SWE","Denmark","DNK",.0032023
2011,"Sweden","SWE","European Monetary Union","EMU",.0285317
2011,"Sweden","SWE","Finland","FIN",.0019466
2011,"Sweden","SWE","France","FRA",.0066743
2011,"Sweden","SWE","Germany","DEU",.0061885
2011,"Sweden","SWE","Italy","ITA",.0056421
2011,"Sweden","SWE","Netherlands","NLD",.0014308
2011,"Sweden","SWE","Norway","NOR",.0007436
2011,"Sweden","SWE","Spain","ESP",.0028277
2011,"Sweden","SWE","Sweden","SWE",.9370694
2011,"Sweden","SWE","United Kingdom","GBR",.003302
2011,"Sweden","SWE","United States","USA",.0230354
2011,"Switzerland","CHE","Austria","AUT",.022149
2011,"Switzerland","CHE","Belgium","BEL",.0171232
2011,"Switzerland","CHE","Canada","CAN",.0523962
2011,"Switzerland","CHE","Denmark","DNK",.0082724
2011,"Switzerland","CHE","European Monetary Union","EMU",.3081425
2011,"Switzerland","CHE","Finland","FIN",.0137578
2011,"Switzerland","CHE","France","FRA",.0613522
2011,"Switzerland","CHE","Germany","DEU",.0978364
2011,"Switzerland","CHE","Italy","ITA",.0394437
2011,"Switzerland","CHE","Japan","JPN",.0670023
2011,"Switzerland","CHE","Korea, Republic of","KOR",.0094853
2011,"Switzerland","CHE","Netherlands","NLD",.0328887
2011,"Switzerland","CHE","Poland","POL",.013306
2011,"Switzerland","CHE","Spain","ESP",.0181886
2011,"Switzerland","CHE","Sweden","SWE",.0088346
2011,"Switzerland","CHE","Switzerland","CHE",.3822845
2011,"Switzerland","CHE","United Kingdom","GBR",.0301245
2011,"Switzerland","CHE","United States","USA",.1024738
2011,"United Kingdom","GBR","Australia","AUS",.014532
2011,"United Kingdom","GBR","Brazil","BRA",.0073795
2011,"United Kingdom","GBR","Canada","CAN",.0106667
2011,"United Kingdom","GBR","European Monetary Union","EMU",.0514825
2011,"United Kingdom","GBR","France","FRA",.0083281
2011,"United Kingdom","GBR","Germany","DEU",.0245532
2011,"United Kingdom","GBR","Hungary","HUN",.0029682
2011,"United Kingdom","GBR","Indonesia","IDN",.0037449
2011,"United Kingdom","GBR","Italy","ITA",.0052142
2011,"United Kingdom","GBR","Japan","JPN",.0078991
2011,"United Kingdom","GBR","Malaysia","MYS",.0060521
2011,"United Kingdom","GBR","Mexico","MEX",.008509
2011,"United Kingdom","GBR","Netherlands","NLD",.0037319
2011,"United Kingdom","GBR","Norway","NOR",.0193243
2011,"United Kingdom","GBR","Poland","POL",.0043288
2011,"United Kingdom","GBR","Russian Federation","RUS",.004074
2011,"United Kingdom","GBR","South Africa","ZAF",.0050078
2011,"United Kingdom","GBR","Sweden","SWE",.0033939
2011,"United Kingdom","GBR","Turkey","TUR",.0067484
2011,"United Kingdom","GBR","United Kingdom","GBR",.703223
2011,"United Kingdom","GBR","United States","USA",.1202559
2011,"United States","USA","Australia","AUS",.0026628
2011,"United States","USA","Brazil","BRA",.0056101
2011,"United States","USA","Canada","CAN",.0109028
2011,"United States","USA","Colombia","COL",.0009719
2011,"United States","USA","European Monetary Union","EMU",.0084122
2011,"United States","USA","Germany","DEU",.0029107
2011,"United States","USA","Hungary","HUN",.0019074
2011,"United States","USA","Indonesia","IDN",.0025738
2011,"United States","USA","Ireland","IRL",.0015802
2011,"United States","USA","Israel","ISR",.0011039
2011,"United States","USA","Italy","ITA",.0013578
2011,"United States","USA","Japan","JPN",.0039091
2011,"United States","USA","Korea, Republic of","KOR",.0050164
2011,"United States","USA","Malaysia","MYS",.0023332
2011,"United States","USA","Mexico","MEX",.0054876
2011,"United States","USA","Norway","NOR",.0013271
2011,"United States","USA","Philippines","PHL",.0011969
2011,"United States","USA","Poland","POL",.0041157
2011,"United States","USA","Russian Federation","RUS",.0014396
2011,"United States","USA","Singapore","SGP",.001352
2011,"United States","USA","South Africa","ZAF",.0018132
2011,"United States","USA","Sweden","SWE",.0013256
2011,"United States","USA","Turkey","TUR",.0018871
2011,"United States","USA","United Kingdom","GBR",.0044715
2011,"United States","USA","United States","USA",.9210178
2011,"United States","USA","Venezuela, Bolivarian Republic of","VEN",.0009094
2010,"Australia","AUS","Australia","AUS",.3620421
2010,"Australia","AUS","Brazil","BRA",.0142548
2010,"Australia","AUS","Canada","CAN",.0452539
2010,"Australia","AUS","European Monetary Union","EMU",.1088584
2010,"Australia","AUS","France","FRA",.0121653
2010,"Australia","AUS","Germany","DEU",.0481887
2010,"Australia","AUS","Italy","ITA",.0193484
2010,"Australia","AUS","Japan","JPN",.0520277
2010,"Australia","AUS","Korea, Republic of","KOR",.0115309
2010,"Australia","AUS","Mexico","MEX",.0072798
2010,"Australia","AUS","Netherlands","NLD",.0150885
2010,"Australia","AUS","Poland","POL",.0076655
2010,"Australia","AUS","Sweden","SWE",.0065845
2010,"Australia","AUS","United Kingdom","GBR",.0753106
2010,"Australia","AUS","United States","USA",.2745292
2010,"Canada","CAN","Australia","AUS",.0009355
2010,"Canada","CAN","Belgium","BEL",.0008409
2010,"Canada","CAN","Brazil","BRA",.0011449
2010,"Canada","CAN","Canada","CAN",.9403551
2010,"Canada","CAN","European Monetary Union","EMU",.0139905
2010,"Canada","CAN","France","FRA",.0023808
2010,"Canada","CAN","Germany","DEU",.0047154
2010,"Canada","CAN","Indonesia","IDN",.0010313
2010,"Canada","CAN","Italy","ITA",.0035681
2010,"Canada","CAN","Japan","JPN",.0054052
2010,"Canada","CAN","Korea, Republic of","KOR",.0009715
2010,"Canada","CAN","Mexico","MEX",.0012229
2010,"Canada","CAN","Netherlands","NLD",.0006193
2010,"Canada","CAN","Poland","POL",.0007931
2010,"Canada","CAN","Spain","ESP",.0008322
2010,"Canada","CAN","Sweden","SWE",.0012648
2010,"Canada","CAN","United Kingdom","GBR",.0044619
2010,"Canada","CAN","United States","USA",.0223195
2010,"Denmark","DNK","Argentina","ARG",.0249504
2010,"Denmark","DNK","Brazil","BRA",.0366395
2010,"Denmark","DNK","Colombia","COL",.0169529
2010,"Denmark","DNK","Denmark","DNK",.3492877
2010,"Denmark","DNK","European Monetary Union","EMU",.0730892
2010,"Denmark","DNK","France","FRA",.0160666
2010,"Denmark","DNK","Germany","DEU",.0238044
2010,"Denmark","DNK","Greece","GRC",.0069
2010,"Denmark","DNK","Hungary","HUN",.0154716
2010,"Denmark","DNK","Indonesia","IDN",.0306622
2010,"Denmark","DNK","Ireland","IRL",.0077794
2010,"Denmark","DNK","Italy","ITA",.0166876
2010,"Denmark","DNK","Japan","JPN",.0102761
2010,"Denmark","DNK","Malaysia","MYS",.0152768
2010,"Denmark","DNK","Mexico","MEX",.0486312
2010,"Denmark","DNK","Peru","PER",.020337
2010,"Denmark","DNK","Philippines","PHL",.0193065
2010,"Denmark","DNK","Poland","POL",.0269833
2010,"Denmark","DNK","Qatar","QAT",.0074303
2010,"Denmark","DNK","Russian Federation","RUS",.0253295
2010,"Denmark","DNK","South Africa","ZAF",.0245686
2010,"Denmark","DNK","Thailand","THA",.0123163
2010,"Denmark","DNK","Turkey","TUR",.038894
2010,"Denmark","DNK","Ukraine","UKR",.007485
2010,"Denmark","DNK","United Kingdom","GBR",.0347226
2010,"Denmark","DNK","United States","USA",.0606252
2010,"Denmark","DNK","Uruguay","URY",.0113653
2010,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0138086
2010,"European Monetary Union","EMU","Argentina","ARG",.004068
2010,"European Monetary Union","EMU","Australia","AUS",.0042659
2010,"European Monetary Union","EMU","Austria","AUT",.0249144
2010,"European Monetary Union","EMU","Belgium","BEL",.0243225
2010,"European Monetary Union","EMU","Brazil","BRA",.0134871
2010,"European Monetary Union","EMU","Canada","CAN",.0080894
2010,"European Monetary Union","EMU","Colombia","COL",.0037431
2010,"European Monetary Union","EMU","Cyprus","CYP",.0002416
2010,"European Monetary Union","EMU","Czech Republic","CZE",.0031365
2010,"European Monetary Union","EMU","European Monetary Union","EMU",.691744
2010,"European Monetary Union","EMU","Finland","FIN",.0093281
2010,"European Monetary Union","EMU","France","FRA",.087947
2010,"European Monetary Union","EMU","Germany","DEU",.1535302
2010,"European Monetary Union","EMU","Greece","GRC",.0091996
2010,"European Monetary Union","EMU","Hungary","HUN",.0061586
2010,"European Monetary Union","EMU","Indonesia","IDN",.0065681
2010,"European Monetary Union","EMU","Ireland","IRL",.0059501
2010,"European Monetary Union","EMU","Italy","ITA",.2380717
2010,"European Monetary Union","EMU","Japan","JPN",.0113586
2010,"European Monetary Union","EMU","Korea, Republic of","KOR",.0052985
2010,"European Monetary Union","EMU","Luxembourg","LUX",.0003082
2010,"European Monetary Union","EMU","Malaysia","MYS",.0044277
2010,"European Monetary Union","EMU","Mexico","MEX",.0122179
2010,"European Monetary Union","EMU","Netherlands","NLD",.0294638
2010,"European Monetary Union","EMU","Philippines","PHL",.0032773
2010,"European Monetary Union","EMU","Poland","POL",.0134497
2010,"European Monetary Union","EMU","Portugal","PRT",.0078285
2010,"European Monetary Union","EMU","Russian Federation","RUS",.0042008
2010,"European Monetary Union","EMU","Slovakia","SVK",.0012775
2010,"European Monetary Union","EMU","Slovenia","SVN",.0013284
2010,"European Monetary Union","EMU","South Africa","ZAF",.0076196
2010,"European Monetary Union","EMU","Spain","ESP",.0980326
2010,"European Monetary Union","EMU","Sweden","SWE",.0089087
2010,"European Monetary Union","EMU","Turkey","TUR",.0097917
2010,"European Monetary Union","EMU","United Kingdom","GBR",.0192287
2010,"European Monetary Union","EMU","United States","USA",.126704
2010,"Norway","NOR","Austria","AUT",.00345
2010,"Norway","NOR","Belgium","BEL",.0103808
2010,"Norway","NOR","Canada","CAN",.0069958
2010,"Norway","NOR","Denmark","DNK",.0103722
2010,"Norway","NOR","European Monetary Union","EMU",.103735
2010,"Norway","NOR","Finland","FIN",.0337424
2010,"Norway","NOR","France","FRA",.0028125
2010,"Norway","NOR","Germany","DEU",.0181576
2010,"Norway","NOR","Greece","GRC",.0055124
2010,"Norway","NOR","Italy","ITA",.0226454
2010,"Norway","NOR","Japan","JPN",.0308198
2010,"Norway","NOR","Mexico","MEX",.0050664
2010,"Norway","NOR","Norway","NOR",.7634992
2010,"Norway","NOR","Poland","POL",.0033705
2010,"Norway","NOR","South Africa","ZAF",.0050243
2010,"Norway","NOR","Spain","ESP",.0043804
2010,"Norway","NOR","Sweden","SWE",.0114449
2010,"Norway","NOR","Switzerland","CHE",.0038153
2010,"Norway","NOR","United Kingdom","GBR",.0126061
2010,"Norway","NOR","United States","USA",.0317827
2010,"Sweden","SWE","Austria","AUT",.0012104
2010,"Sweden","SWE","Belgium","BEL",.0012939
2010,"Sweden","SWE","Denmark","DNK",.0013723
2010,"Sweden","SWE","European Monetary Union","EMU",.0377259
2010,"Sweden","SWE","Finland","FIN",.0024325
2010,"Sweden","SWE","France","FRA",.0053132
2010,"Sweden","SWE","Germany","DEU",.0121574
2010,"Sweden","SWE","Greece","GRC",.0016103
2010,"Sweden","SWE","Ireland","IRL",.0033615
2010,"Sweden","SWE","Italy","ITA",.0061748
2010,"Sweden","SWE","Netherlands","NLD",.0010869
2010,"Sweden","SWE","Spain","ESP",.0025236
2010,"Sweden","SWE","Sweden","SWE",.9338324
2010,"Sweden","SWE","United Kingdom","GBR",.0030742
2010,"Sweden","SWE","United States","USA",.0236084
2010,"Switzerland","CHE","Austria","AUT",.0272996
2010,"Switzerland","CHE","Belgium","BEL",.0184834
2010,"Switzerland","CHE","Canada","CAN",.0459318
2010,"Switzerland","CHE","Denmark","DNK",.0080337
2010,"Switzerland","CHE","European Monetary Union","EMU",.3325223
2010,"Switzerland","CHE","Finland","FIN",.0134667
2010,"Switzerland","CHE","France","FRA",.0761703
2010,"Switzerland","CHE","Germany","DEU",.086867
2010,"Switzerland","CHE","Italy","ITA",.0463471
2010,"Switzerland","CHE","Japan","JPN",.0524694
2010,"Switzerland","CHE","Korea, Republic of","KOR",.0108891
2010,"Switzerland","CHE","Netherlands","NLD",.0364825
2010,"Switzerland","CHE","Poland","POL",.014396
2010,"Switzerland","CHE","Spain","ESP",.0177912
2010,"Switzerland","CHE","Sweden","SWE",.0085297
2010,"Switzerland","CHE","Switzerland","CHE",.3863236
2010,"Switzerland","CHE","United Kingdom","GBR",.0281809
2010,"Switzerland","CHE","United States","USA",.0989297
2010,"United Kingdom","GBR","Australia","AUS",.0087758
2010,"United Kingdom","GBR","Belgium","BEL",.005561
2010,"United Kingdom","GBR","Brazil","BRA",.0117475
2010,"United Kingdom","GBR","Canada","CAN",.008834
2010,"United Kingdom","GBR","European Monetary Union","EMU",.0727492
2010,"United Kingdom","GBR","France","FRA",.0077603
2010,"United Kingdom","GBR","Germany","DEU",.027587
2010,"United Kingdom","GBR","Hungary","HUN",.0049134
2010,"United Kingdom","GBR","Italy","ITA",.0181822
2010,"United Kingdom","GBR","Japan","JPN",.0221562
2010,"United Kingdom","GBR","Malaysia","MYS",.0082892
2010,"United Kingdom","GBR","Mexico","MEX",.0118987
2010,"United Kingdom","GBR","Norway","NOR",.018692
2010,"United Kingdom","GBR","Poland","POL",.0095098
2010,"United Kingdom","GBR","Portugal","PRT",.0051346
2010,"United Kingdom","GBR","South Africa","ZAF",.0109825
2010,"United Kingdom","GBR","Turkey","TUR",.0063549
2010,"United Kingdom","GBR","United Kingdom","GBR",.6338837
2010,"United Kingdom","GBR","United States","USA",.1361802
2010,"United States","USA","Argentina","ARG",.001152
2010,"United States","USA","Australia","AUS",.0019064
2010,"United States","USA","Brazil","BRA",.0048225
2010,"United States","USA","Canada","CAN",.0089841
2010,"United States","USA","Colombia","COL",.0007364
2010,"United States","USA","Egypt","EGY",.001138
2010,"United States","USA","European Monetary Union","EMU",.0071934
2010,"United States","USA","France","FRA",.0011226
2010,"United States","USA","Germany","DEU",.002675
2010,"United States","USA","Hungary","HUN",.0007266
2010,"United States","USA","Indonesia","IDN",.0022191
2010,"United States","USA","Israel","ISR",.0013607
2010,"United States","USA","Italy","ITA",.0013499
2010,"United States","USA","Japan","JPN",.0031543
2010,"United States","USA","Korea, Republic of","KOR",.0034853
2010,"United States","USA","Malaysia","MYS",.0019399
2010,"United States","USA","Mexico","MEX",.0040672
2010,"United States","USA","Norway","NOR",.0017138
2010,"United States","USA","Philippines","PHL",.0008032
2010,"United States","USA","Poland","POL",.0029909
2010,"United States","USA","Russian Federation","RUS",.0014904
2010,"United States","USA","South Africa","ZAF",.0014645
2010,"United States","USA","Sweden","SWE",.0011716
2010,"United States","USA","Turkey","TUR",.0014656
2010,"United States","USA","United Kingdom","GBR",.0020726
2010,"United States","USA","United States","USA",.9363974
2010,"United States","USA","Venezuela, Bolivarian Republic of","VEN",.0009567
2009,"Australia","AUS","Australia","AUS",.4583414
2009,"Australia","AUS","Belgium","BEL",.0203751
2009,"Australia","AUS","Brazil","BRA",.0057236
2009,"Australia","AUS","Canada","CAN",.03248
2009,"Australia","AUS","Denmark","DNK",.0057964
2009,"Australia","AUS","European Monetary Union","EMU",.1763347
2009,"Australia","AUS","France","FRA",.0431526
2009,"Australia","AUS","Germany","DEU",.0549121
2009,"Australia","AUS","Indonesia","IDN",.0072974
2009,"Australia","AUS","Italy","ITA",.0153037
2009,"Australia","AUS","Japan","JPN",.0489621
2009,"Australia","AUS","Korea, Republic of","KOR",.0124153
2009,"Australia","AUS","Mexico","MEX",.0079167
2009,"Australia","AUS","Netherlands","NLD",.0277354
2009,"Australia","AUS","Poland","POL",.0056478
2009,"Australia","AUS","Spain","ESP",.006106
2009,"Australia","AUS","Sweden","SWE",.0063976
2009,"Australia","AUS","United Kingdom","GBR",.0294068
2009,"Australia","AUS","United States","USA",.1730348
2009,"Canada","CAN","Australia","AUS",.0012221
2009,"Canada","CAN","Brazil","BRA",.001473
2009,"Canada","CAN","Canada","CAN",.9520227
2009,"Canada","CAN","European Monetary Union","EMU",.0129667
2009,"Canada","CAN","France","FRA",.0034718
2009,"Canada","CAN","Germany","DEU",.0047111
2009,"Canada","CAN","Greece","GRC",.0005037
2009,"Canada","CAN","Indonesia","IDN",.0007749
2009,"Canada","CAN","Italy","ITA",.0025183
2009,"Canada","CAN","Japan","JPN",.0039524
2009,"Canada","CAN","Netherlands","NLD",.00071
2009,"Canada","CAN","Philippines","PHL",.0005509
2009,"Canada","CAN","Russian Federation","RUS",.000513
2009,"Canada","CAN","Spain","ESP",.0005053
2009,"Canada","CAN","Sweden","SWE",.000572
2009,"Canada","CAN","Turkey","TUR",.0007068
2009,"Canada","CAN","United Kingdom","GBR",.0043586
2009,"Canada","CAN","United States","USA",.0165195
2009,"Denmark","DNK","Argentina","ARG",.0263487
2009,"Denmark","DNK","Brazil","BRA",.0505367
2009,"Denmark","DNK","Colombia","COL",.0239382
2009,"Denmark","DNK","Denmark","DNK",.2393063
2009,"Denmark","DNK","European Monetary Union","EMU",.0999538
2009,"Denmark","DNK","France","FRA",.0220843
2009,"Denmark","DNK","Germany","DEU",.0202388
2009,"Denmark","DNK","Hungary","HUN",.0132553
2009,"Denmark","DNK","Indonesia","IDN",.0340972
2009,"Denmark","DNK","Ireland","IRL",.0299358
2009,"Denmark","DNK","Italy","ITA",.0197032
2009,"Denmark","DNK","Japan","JPN",.0110959
2009,"Denmark","DNK","Korea, Republic of","KOR",.0127636
2009,"Denmark","DNK","Mexico","MEX",.0521336
2009,"Denmark","DNK","Panama","PAN",.0167742
2009,"Denmark","DNK","Peru","PER",.027647
2009,"Denmark","DNK","Philippines","PHL",.02368
2009,"Denmark","DNK","Poland","POL",.0269706
2009,"Denmark","DNK","Qatar","QAT",.0124456
2009,"Denmark","DNK","Russian Federation","RUS",.0468303
2009,"Denmark","DNK","South Africa","ZAF",.0177142
2009,"Denmark","DNK","Sweden","SWE",.0080806
2009,"Denmark","DNK","Turkey","TUR",.0423051
2009,"Denmark","DNK","United Kingdom","GBR",.0377094
2009,"Denmark","DNK","United States","USA",.0609734
2009,"Denmark","DNK","Uruguay","URY",.017202
2009,"Denmark","DNK","Venezuela, Bolivarian Republic of","VEN",.0253754
2009,"European Monetary Union","EMU","Austria","AUT",.0234032
2009,"European Monetary Union","EMU","Belgium","BEL",.0276623
2009,"European Monetary Union","EMU","Brazil","BRA",.0068352
2009,"European Monetary Union","EMU","Canada","CAN",.0064758
2009,"European Monetary Union","EMU","Cyprus","CYP",.0000935
2009,"European Monetary Union","EMU","Czech Republic","CZE",.0029699
2009,"European Monetary Union","EMU","Denmark","DNK",.0023432
2009,"European Monetary Union","EMU","European Monetary Union","EMU",.7895854
2009,"European Monetary Union","EMU","Finland","FIN",.0103626
2009,"European Monetary Union","EMU","France","FRA",.1228267
2009,"European Monetary Union","EMU","Germany","DEU",.1281172
2009,"European Monetary Union","EMU","Greece","GRC",.0335104
2009,"European Monetary Union","EMU","Hungary","HUN",.0053427
2009,"European Monetary Union","EMU","Indonesia","IDN",.0029652
2009,"European Monetary Union","EMU","Ireland","IRL",.0106527
2009,"European Monetary Union","EMU","Italy","ITA",.3075077
2009,"European Monetary Union","EMU","Japan","JPN",.014994
2009,"European Monetary Union","EMU","Korea, Republic of","KOR",.0023622
2009,"European Monetary Union","EMU","Luxembourg","LUX",.0000518
2009,"European Monetary Union","EMU","Mexico","MEX",.0042317
2009,"European Monetary Union","EMU","Netherlands","NLD",.0294524
2009,"European Monetary Union","EMU","Poland","POL",.0083613
2009,"European Monetary Union","EMU","Portugal","PRT",.0106724
2009,"European Monetary Union","EMU","Russian Federation","RUS",.0029565
2009,"European Monetary Union","EMU","Slovakia","SVK",.001045
2009,"European Monetary Union","EMU","Slovenia","SVN",.0012085
2009,"European Monetary Union","EMU","Spain","ESP",.083019
2009,"European Monetary Union","EMU","Sweden","SWE",.0085553
2009,"European Monetary Union","EMU","Turkey","TUR",.0041865
2009,"European Monetary Union","EMU","United Kingdom","GBR",.0196923
2009,"European Monetary Union","EMU","United States","USA",.0931195
2009,"Norway","NOR","Belgium","BEL",.006055
2009,"Norway","NOR","Canada","CAN",.0122923
2009,"Norway","NOR","Denmark","DNK",.0068799
2009,"Norway","NOR","European Monetary Union","EMU",.1111891
2009,"Norway","NOR","Finland","FIN",.01729
2009,"Norway","NOR","France","FRA",.0127304
2009,"Norway","NOR","Germany","DEU",.0227485
2009,"Norway","NOR","Greece","GRC",.0058736
2009,"Norway","NOR","Hungary","HUN",.0063501
2009,"Norway","NOR","Italy","ITA",.0366635
2009,"Norway","NOR","Japan","JPN",.0258417
2009,"Norway","NOR","Mexico","MEX",.0065526
2009,"Norway","NOR","Norway","NOR",.7325732
2009,"Norway","NOR","Poland","POL",.0040703
2009,"Norway","NOR","South Africa","ZAF",.004637
2009,"Norway","NOR","Spain","ESP",.0056529
2009,"Norway","NOR","Sweden","SWE",.0148381
2009,"Norway","NOR","United Kingdom","GBR",.0121677
2009,"Norway","NOR","United States","USA",.050853
2009,"Sweden","SWE","Belgium","BEL",.0015323
